Microseconds
80386
83890
78092
79925
77167
79333
80023
78504
77897
78783
77460
75991
77951
79040
78045
78312
79303
75537
76803
77021
76745
76587
80068
76036
76690
77101
78356
75668
76083
75995
76683
76396
76148
75642
76157
76247
76798
76774
76141
75414
75080
75847
76898
78009
75999
75421
76005
79892
77428
77459
76114
76567
78156
76398
75907
76631
75469
75832
76036
80762
78372
76032
75777
75109
77990
75883
75440
75864
75559
76979
75457
75572
75871
76970
75642
75148
75925
75875
75928
75672
81004
76228
75288
76738
75622
74973
75440
76414
75244
75720
76072
75666
75714
78454
75986
75850
75776
75728
76414
77176
