Microseconds
6507
6451
6217
6054
6066
6004
6414
6073
6186
6133
5866
6134
6299
6073
6051
5940
6210
6226
6270
6125
6367
6162
6431
6159
6310
6087
5946
6231
6316
6202
6292
6383
6294
6595
6164
5936
6147
6106
6455
6208
5954
5933
5960
6057
6286
5829
5932
5981
6184
6266
6200
6522
5934
6286
6038
6171
6002
6704
5968
6020
6033
5944
7653
6232
6060
6156
6148
6073
5852
6248
6086
6213
6164
6105
6017
5935
6129
6215
6308
6166
6035
6027
6328
5934
6270
6437
6298
6322
6322
6107
15601
24625
6652
9372
8841
6195
6125
6134
6263
7738
