Microseconds
6548
6364
6501
6276
5990
6054
6320
6017
6155
6189
6117
6570
5833
6203
6060
6030
6131
6108
5950
6121
5735
6042
6147
5973
6218
6153
6239
6134
6170
6004
6113
6009
6005
6219
6145
6097
6041
6293
6174
6082
6117
6022
5985
6226
6232
6126
6184
6027
6043
6227
6305
6019
6052
5999
6209
6141
5997
5977
6003
6203
5921
5850
5938
5981
6221
6037
6015
6187
6089
6137
5947
6075
5936
5996
5930
5993
6000
6268
6080
6205
6026
6100
6048
5950
6171
6007
6140
9668
7784
9757
7978
6410
6631
6318
6155
5992
6178
6014
6046
6462
