Microseconds
6977
6309
6310
5998
6466
6273
6082
6025
6031
6262
5963
5982
6155
6106
6208
6091
6044
6014
6126
6239
6378
6160
6238
6312
6160
6121
6111
5917
6169
6262
6031
6041
6184
6082
6324
6003
6277
6157
5982
6045
6174
6233
6063
5870
6200
5928
5907
6363
6017
6054
5986
6091
5776
6155
6096
6014
5961
5921
6100
6084
5878
5940
6162
5901
6074
5976
5957
5934
5930
6076
5998
5986
6022
5988
6044
6003
6075
6042
5874
5850
5933
6243
5966
6046
5885
5952
6235
6043
5937
5966
5934
6003
6190
6057
6137
6216
6028
5978
6269
5984
