Microseconds
81158
79512
79267
78351
78863
78487
78696
77796
79099
77960
78624
77804
77864
78172
77510
75382
75852
75185
76427
76376
76405
76167
75464
76649
77032
76115
75963
75599
75268
75611
75489
75059
75177
75029
74898
75342
74990
75256
76449
75273
74947
75520
75219
75587
75220
75713
74763
77281
75619
76180
74760
74543
75141
74832
74910
75125
74651
75473
75001
74666
74943
74952
75521
74855
75163
74966
74906
75111
75262
75210
74995
74536
75243
74947
74855
74826
74701
74995
76128
74820
75624
75055
74659
75890
74315
75594
74929
75119
75303
75559
75163
75183
75240
75137
77296
77764
76236
75461
75604
74677
