Microseconds
3041404
3010452
2941786
3010416
2981556
3032631
3072221
2989234
2925455
3021154
3071670
3309709
3199871
3291878
3301460
3208068
3065354
3049317
3088919
2977428
3156503
3060569
3174102
2980747
2940222
3064636
3036655
3016896
3050037
3011363
3012775
2948596
2922869
3014671
3023976
3054999
2978680
2968179
2992161
3003745
3006102
2976390
2956952
2958772
2929580
2904516
2987599
2990156
2898993
2945744
3031510
2903306
2973433
2967862
2964743
2974833
3021137
2954624
2988286
2991356
2998858
2918977
2983893
3026628
3007567
2945174
2974673
3026270
2964552
2944628
2982790
3019797
2976413
2971163
2990292
2943013
2954917
3013707
3054057
2983041
2942458
2979975
2920283
2946386
3055072
2931192
3052692
3094016
2974632
2978086
2978667
2992543
3007673
3033324
2968859
2947526
3003699
2980378
2959419
3002210
