Microseconds
1560771
1548265
1609472
1577914
1539620
1560935
1594938
1585429
1543094
1557244
1598989
1597306
1537080
1565353
1561066
1610221
1590853
1585268
1570791
1580988
1596585
1644285
1613220
1623464
1604078
1610632
1576171
1602573
1565604
1553682
1639420
1591247
1619741
1644344
1580484
1636355
1593814
1615699
1611647
1565044
1558209
1570032
1548634
1622277
1578738
1533887
1576637
1565248
1569457
1587019
1639991
1530939
1587379
1558506
1580003
1569686
1583002
1562646
1552810
1555151
1550555
1602385
1592441
1597847
1584572
1574116
1571500
1608352
1559652
1570705
1610570
1541643
1570445
1547928
1568545
1578263
1549828
1562426
1579479
1566369
1576447
1592219
1568747
1585943
1552032
1556037
1577139
1563936
1566202
1590595
1548779
1541813
1540770
1554647
1551379
1630572
1563414
1591599
1570735
1565906
