Microseconds
7871994
6397284
5962500
6191555
5779676
6052091
6241982
6077704
6298555
6198084
6457039
6246385
6261457
6160113
6138200
6177498
6247772
6210230
6287300
6137254
6172534
6334628
6208607
6218180
6317138
6233377
6558758
6449112
6348051
6346515
6438761
6309953
6702439
6336261
6228551
6182791
6239372
6240762
6139050
6135281
6176589
6209002
6360213
6338418
6518088
6234554
6600339
6391446
6348908
6306737
6428685
6238975
6418915
6332506
6337436
6476382
6382950
6375129
6360427
6287824
6243363
6183954
6338721
6141302
6296816
6411489
6346901
6200379
6303341
6172382
6269726
6300474
6254755
6132106
6215392
6451764
6862748
6474583
6294641
6224628
6138491
6236493
6143329
6186906
6244784
6468320
6226408
6159575
6159313
6119466
6140667
6199808
6282570
6373610
6652984
6311209
6374182
6343206
6219610
6266136
