Encrypt Size 1, Encrypt Size 5, Encrypt Size 10, Decrypt Size 1, Decrypt Size 5, Decrypt Size 10
7878,7768,7939,2195,1829,1926
7590,7945,7799,1992,1859,2077
7849,7620,7766,2110,1848,1928
7429,7559,7955,1782,1849,1871
7525,7671,7477,2134,1849,1793
7505,7881,8058,1954,2072,1906
7415,7499,7492,2087,1834,1852
7571,7590,7823,1884,1818,1900
7827,7892,7440,2032,2155,1999
7434,7919,8008,2013,2174,1939
7388,7764,7644,2101,2116,2142
7612,7755,7805,1860,1931,1867
7689,7505,7546,2230,2144,1808
7479,7854,7711,1728,1885,1806
7889,7550,7512,2018,1959,1908
7767,7682,8009,1891,1943,1862
7418,7540,7938,1977,1808,1816
7519,7582,8100,1865,1924,2157
7986,7479,7427,2021,1859,1920
8004,7633,7499,1907,1851,2101
7421,7649,7620,2179,1998,1946
7997,7634,7687,1740,1999,1816
7757,7629,7900,1835,1817,2138
7654,7920,7708,2067,1958,1887
7409,8276,7974,1984,1749,2115
7772,7808,7967,2095,1801,1853
7434,7976,7972,2172,2142,1844
7745,8417,7855,2007,1903,1811
7439,7788,7380,2067,1884,1942
7754,7562,7939,2029,2124,1866
7354,8003,7831,1837,1764,1870
7731,7451,7558,1812,1835,1959
7482,7537,7794,2150,2223,2044
7559,7543,7774,2237,1945,1760
7875,7564,7650,1929,2052,1994
7560,7894,8314,2013,1800,2061
7715,8018,7635,1940,1919,2085
7725,7560,7793,1783,1898,2060
7553,7740,7789,2074,1777,1878
7656,7968,7851,1840,1919,1814
7565,7962,8232,1923,1982,1810
7625,7580,7595,2083,1884,1957
7733,7827,7468,1801,2034,2241
7985,7709,7649,1790,1889,2066
7801,7646,7752,1821,2115,1832
7864,7918,7962,1880,2009,1947
7853,7836,7929,1899,1868,1858
7608,7776,7904,1839,1931,1971
7920,8127,7578,2114,2047,2103
7957,7642,7517,2070,1918,1862
7906,8134,8014,1975,1775,1805
7494,7902,7968,1775,1857,1865
7878,8096,7881,2449,2282,2205
8575,7974,7626,1730,2125,1925
8116,8058,7870,1926,1957,2146
7894,7940,8083,1933,1895,1985
7609,8154,8038,1940,1767,1970
7866,7801,7634,2229,2006,2120
7756,7500,7845,1999,1885,1873
7750,7984,7528,1833,2132,1884
8058,8090,7969,1751,1759,1830
8005,8076,7783,1854,1871,1822
7500,7708,7379,2286,1947,1909
7702,7921,7732,1931,1775,1940
7742,8091,7534,1819,2075,1775
7775,8068,8024,1955,1676,1736
7627,7665,7533,1774,1893,2169
7666,8136,7464,2103,1871,2185
8274,8288,8148,2141,1887,1845
7760,7519,7752,1786,1843,1829
7363,7617,8195,2118,1839,1978
7932,8057,7453,2167,2216,2159
7551,7809,7533,2181,1999,1896
7547,7854,7649,1881,1913,2167
8208,8275,8180,1768,1755,1919
7613,7928,7941,2040,1955,1929
7526,7427,7848,1798,1810,2205
7699,7821,7948,1876,1822,1878
8198,7627,7785,2124,2263,2344
7679,8182,7715,1906,1921,1927
8024,7408,7529,2126,1777,2013
7588,7596,8115,2005,1939,1845
7852,8008,7663,1825,2123,1780
7477,7334,7640,1991,1998,2156
7726,7678,7970,2151,1880,1951
7489,8382,8281,2096,1754,2018
7501,7391,7916,2162,2197,1918
7926,7847,7729,1823,1873,1792
8130,7537,8589,1872,1901,1811
7581,7978,7770,2162,1801,1750
7814,7663,7876,1814,1846,1836
7987,7909,7944,1808,1893,2129
7565,7658,7916,2024,1913,1901
7597,7620,7836,2043,2443,2492
8309,8038,8473,1813,1855,1816
8057,7948,7944,2305,1881,1971
7866,7764,7686,1798,1786,2025
7865,7502,7394,1811,2215,1915
7664,7829,7792,1816,1839,2136
7491,7532,7687,1821,1907,2167
