Encrypt Size 1, Encrypt Size 5, Encrypt Size 10, Decrypt Size 1, Decrypt Size 5, Decrypt Size 10
2613,2586,2677,716,657,685
2639,2657,2670,693,642,617
2664,2764,2660,640,632,682
2607,2683,2666,645,634,689
2637,2644,2681,645,644,669
2630,2597,2693,693,756,671
2649,2660,2647,638,650,656
2600,2574,2516,622,644,652
2749,2645,2681,655,683,723
2588,2546,2598,665,653,625
2600,2600,2704,657,639,624
2620,2629,2666,710,663,723
2641,2581,2633,669,703,677
2588,2570,2648,652,656,714
2666,2586,2726,686,685,699
2615,2668,2660,616,640,686
2601,2606,2614,721,638,734
2536,2595,2557,643,643,665
2658,2694,2607,757,750,652
2645,2585,2610,656,684,662
2568,2757,2657,690,672,703
2616,2631,2594,639,654,660
2610,2604,2723,678,654,621
2667,2732,2744,654,655,659
2567,2761,2561,659,669,699
2671,2730,2718,725,706,681
2706,2696,2712,618,664,653
2677,2678,2578,645,609,688
2651,2656,2689,656,628,645
2667,2643,2808,690,665,755
2665,2572,2631,651,673,710
2626,2725,2600,667,593,662
2736,2740,2689,675,705,691
2632,2606,2690,667,802,654
2655,2728,2697,668,655,650
2732,2555,2781,648,659,683
2695,2769,2660,774,717,628
2633,2658,2843,644,648,681
2648,2693,2739,650,640,672
2658,2709,2740,724,744,746
2650,2807,2751,747,700,732
2650,2646,2681,718,753,674
2677,2551,2584,669,730,682
2620,2644,2646,705,638,690
2789,2697,2749,760,680,671
2735,2708,2671,650,670,683
2674,2713,2794,751,696,663
2538,2736,2599,682,684,670
2565,2719,2651,614,698,767
2692,2856,2532,678,745,682
2641,2697,2684,705,750,649
2691,2727,2661,669,671,661
2731,2700,2714,669,650,731
2548,2578,2729,667,702,678
2666,2671,2729,633,710,614
2667,2637,2748,692,689,629
2611,2754,2678,667,672,685
2721,2641,2664,674,670,726
2750,2571,2687,628,770,636
2717,2744,2655,686,762,776
2718,2721,2722,735,741,739
2723,2674,2679,687,725,685
2708,2721,2883,725,676,669
2691,2655,2695,650,725,756
2725,2675,2717,727,683,685
2609,2731,2730,658,678,669
2721,2692,2612,704,644,659
2716,2614,2768,667,668,780
2774,2714,2712,756,742,671
2672,2691,2648,635,613,660
2723,2651,2705,649,679,648
2567,2630,2691,628,717,734
2692,2594,2642,715,711,734
2681,2698,2640,675,700,752
2730,2799,2738,740,692,666
2784,2705,2671,677,656,673
2637,2728,2758,668,742,767
2684,2811,2633,724,706,675
2685,2769,2675,665,687,696
2791,2620,2702,633,688,697
2650,2486,2528,634,651,664
2600,2606,2735,662,734,707
2710,2708,2563,724,751,668
2620,2742,2610,588,675,704
2755,2678,2717,623,753,637
2636,2658,2635,713,683,746
2663,2604,2696,634,664,757
2578,2674,2584,729,665,690
2639,2618,2646,628,573,639
2650,2655,2679,663,664,718
2623,2602,2680,769,711,696
2666,2589,2773,657,674,634
2624,2640,2740,646,574,635
2607,2616,2577,608,662,714
2747,2552,2744,699,670,659
2663,2686,2645,633,737,664
2673,2627,2757,688,672,650
2618,2823,2621,681,672,685
2727,2596,2603,621,647,700
2650,2640,2669,680,713,698
