Encrypt Size 1, Encrypt Size 5, Encrypt Size 10, Decrypt Size 1, Decrypt Size 5, Decrypt Size 10
23969,23973,23886,6072,6731,6443
22886,22132,22885,6191,6367,5302
22159,22966,22133,5153,6799,6093
22848,22681,23036,5326,6274,6478
21643,21688,21671,4899,6855,5323
21812,23587,22774,5033,5251,5244
21513,23087,22535,5016,5246,5322
21620,21681,22232,5015,5265,5258
21630,21633,21772,5000,5251,5284
21777,21804,22120,4963,5218,5229
21663,21948,21718,5015,5290,5164
21592,21639,22297,5132,5354,5556
22602,22208,21745,4877,5308,5198
21958,22978,22493,5098,5849,5511
21627,21610,21842,5052,5223,5302
22191,22003,21775,5120,5284,5215
21645,22105,24669,5774,5258,5572
21740,21763,21866,4994,5271,5308
21606,21721,21637,5023,5298,5106
21629,21943,22214,4931,5209,5252
21678,22350,21741,5108,5410,5381
21692,21717,21549,5050,5359,5335
21739,21555,21556,4951,5262,5261
21703,21662,21694,4923,5276,5225
21611,21540,21611,4889,5318,5268
21590,21627,21860,4983,5255,5214
21586,21699,21552,4912,5241,5301
21637,21681,21592,5014,5209,5217
21693,21709,21643,5038,5177,5231
21622,21700,21560,4955,5253,5302
21624,21652,21646,5004,5248,5235
21546,21483,21734,4995,5572,5481
21788,22018,21761,4976,5239,5294
21818,21661,21760,4960,5291,5270
21637,21798,21673,4972,5261,5356
21678,21545,21617,4976,5244,5424
21645,21684,21535,4979,5430,5336
21663,21759,21672,4944,5176,5305
22041,21924,21886,4935,5206,5483
21798,22480,22023,4942,5550,5585
22564,23326,22078,4939,5196,5412
23139,23130,22948,5797,6753,5272
23790,23489,21857,4940,5229,5436
21690,21714,21639,4969,5328,5268
21725,21668,21566,4999,5205,5170
22233,21632,21632,4899,5256,5306
21673,21773,21648,4942,5364,5215
21672,21654,21647,4975,5228,5259
21638,21604,21632,4951,5293,5333
21686,21567,21707,4934,5312,5244
21590,21623,21604,4927,5213,5317
21592,21601,21651,4977,5206,5378
21714,21684,21594,4945,5252,5341
21639,21693,21748,4944,5298,5294
21619,21734,21580,4929,5267,5275
21551,21688,21639,4904,5273,5300
21691,21800,21743,4897,5247,5287
21659,21714,21843,5018,6084,5628
22217,21937,22061,5002,5365,5438
21771,23233,21708,4955,5298,5531
22377,22484,21775,5040,5266,6694
23113,22185,21724,5010,5571,5551
21621,23594,22052,5202,5275,5391
22809,22139,23659,4902,5995,5593
22473,22012,21776,5999,7335,5433
23110,21796,21841,5070,5337,5217
21973,21653,21655,4987,5266,5387
21728,21652,21566,5079,5208,5251
21630,21750,21611,5018,5257,5292
21609,21579,21739,4937,5222,5212
21597,21649,21710,5557,5436,5503
21646,21583,21718,4962,5275,5174
21712,21705,21681,4998,5374,5234
21581,21690,21704,4940,5272,5324
21616,21682,21716,5096,5342,5280
21574,21752,21631,5020,5333,5319
21723,21604,21684,4960,5278,5363
21638,21986,21746,4970,5340,5267
21591,21597,21688,5016,5236,5257
21654,21578,21660,4924,5216,5307
21690,21682,21666,5007,5383,5225
21696,21714,21700,4877,5241,5237
21593,21686,21685,5205,5223,5291
21681,21661,21955,5174,5360,5215
21686,21628,21615,4892,5354,5530
23474,21752,22139,4900,5349,5228
21659,21626,21702,5029,5284,5295
21609,21530,21713,5001,5229,5424
21664,21684,21556,4952,5249,5252
21736,21651,21636,4908,5214,5271
21654,21653,21695,4928,5318,5299
21733,21632,21716,4903,5338,5208
21592,21693,21517,4955,5215,5325
21704,21794,21703,4977,5253,5227
21607,21689,21585,5034,5345,5296
21647,21605,21657,4951,5257,5216
21562,21528,21598,5374,5481,5754
21630,21693,21590,4890,5303,5230
21654,21711,21657,5011,5245,5381
21626,21618,21736,5009,5198,5264
