Encrypt Size 1, Encrypt Size 5, Encrypt Size 10, Decrypt Size 1, Decrypt Size 5, Decrypt Size 10
23013,22778,23676,6080,5610,6792
22959,23061,24287,5335,5378,5304
23233,22457,22657,6050,6058,5344
23188,22643,22270,5058,5376,7210
22829,22567,22459,6077,5250,5211
23261,22119,22216,6005,5173,5262
22347,21887,22672,5805,6211,6881
23266,22118,22236,4975,5306,5268
21667,21669,21625,5012,5342,5175
21596,22035,22318,5207,5270,5235
21548,21998,21586,4936,5395,5132
21628,21743,21588,5104,5479,5415
22321,22855,22479,5071,5524,5377
22874,24597,22836,5296,7006,5603
21911,21722,21617,5032,5623,5478
21796,21875,22099,4948,5385,5351
21922,23220,21825,4991,5183,5318
21696,21663,21637,4946,5376,5323
21536,21731,21760,4915,5343,5128
21632,21671,21934,5008,5356,5360
21561,21598,22522,4989,5290,5267
21611,21649,21833,4932,5271,5302
21650,21641,21610,4984,5395,5258
21659,22011,21736,5044,5204,5248
21643,21539,21691,4911,5243,5303
21704,21642,21489,5054,5380,5262
21639,21524,21681,5229,5377,5501
22960,21881,22122,4919,5257,5368
21635,21708,21572,5053,5267,5226
21563,21757,21570,4985,5279,5349
21594,21550,21519,5025,5214,5254
21606,21583,21643,5038,5221,5283
21619,21639,21807,5101,5199,5242
21514,21662,21687,5079,5232,5326
21533,21884,21527,5209,6593,5515
21783,21763,21667,4955,5336,5245
21757,21625,21809,5094,5473,5360
21626,21742,21904,5105,5267,5452
21721,21912,21511,4887,5178,5461
21681,21587,21761,4891,5366,5444
22000,21690,21862,5167,5260,5330
21520,21814,21615,5278,5446,5308
21764,21780,21714,4979,5303,5375
21774,21759,21974,4998,5360,5630
23542,23277,21680,5096,5460,5310
21723,21724,21646,4845,5371,5291
21722,21644,21710,4909,5304,5499
21598,22024,21485,4876,5172,5257
21696,21601,21646,4920,5242,5241
21831,21552,22014,5047,5245,5273
21520,21645,21656,5013,5294,5282
21667,21740,21522,5054,5257,5341
21650,28574,25057,7842,6944,5402
21809,21668,21801,4963,5300,5289
21619,21960,21767,5078,5374,5250
21699,21740,21587,5019,5284,5348
21637,21757,21611,4943,5235,5268
21622,21594,21548,4971,5212,5318
21549,21579,22074,5048,5362,5336
21499,21830,22327,5010,5383,5297
21753,21742,21880,5060,5380,5380
21671,21566,21594,4988,5323,5342
21614,21671,21697,4914,5409,5329
22114,23350,21635,4967,5297,5266
21483,21783,21591,5068,5331,5327
21740,21629,22094,5252,5412,5403
21519,21568,21666,5014,5198,5254
21694,21568,21688,5085,5660,5762
21528,21609,21611,4921,5177,5273
21718,21649,21643,4958,5303,5275
21514,21621,21619,5008,5217,5165
21607,21595,21650,4993,5227,5329
21464,21641,21620,4932,5386,5302
21621,21624,21735,4978,5233,5480
21660,21678,21605,5039,5305,5204
21505,21560,21570,5052,5356,5226
21629,21649,21596,4996,5322,5303
21620,21655,21737,4999,5337,5324
21468,21589,21904,5122,5339,5373
21585,21655,21544,4900,5376,5194
21623,21605,21692,4930,5310,5320
21606,21740,21627,4927,5301,5329
21604,21657,21716,4992,5232,5289
21585,21571,21701,5042,5544,5316
21501,21649,21718,5018,5291,5429
21541,21626,21498,5134,5299,5204
21609,21645,21736,4969,5296,5323
21618,21751,21732,5030,5250,5294
21611,21700,21564,4981,5334,5202
21626,21713,21626,4931,5234,5259
21693,21674,21539,4849,5312,5291
21546,21568,21546,5007,5410,5389
21759,21550,21610,5239,5189,5403
21509,21728,21563,4940,5246,5284
21669,21665,21608,5122,5267,5363
21605,21561,21524,5113,5211,5328
21548,21661,21693,4909,5401,5439
21445,21597,21616,4988,5350,5213
21724,21603,21620,4974,5250,5267
21576,21647,21679,4959,5240,5164
