Encrypt Size 1, Encrypt Size 5, Encrypt Size 10, Decrypt Size 1, Decrypt Size 5, Decrypt Size 10
7997,7913,8035,1964,1894,2236
7320,7871,7532,2124,2117,1861
7804,7471,7525,1911,1816,1869
8088,7820,7827,1806,2173,1827
7856,7563,8099,2277,2143,2149
7689,7431,7747,1825,2301,2238
7661,8178,7966,1882,2111,2020
8102,7617,7680,1747,2360,2053
7982,7793,7965,1900,2283,2072
7953,7524,7560,1975,1856,1818
8010,8186,8176,2067,1832,1798
7699,7352,7722,2103,1826,2187
8112,7676,8450,1765,1863,2075
7984,7744,7709,1918,2126,1811
7763,7769,7630,1862,2146,2034
7847,7423,7641,1970,1978,1901
8098,7650,7946,1742,1962,2117
7807,8099,8089,1807,1856,2240
7849,7631,7586,1826,2173,1923
7730,7917,7373,1826,2014,1819
7682,7921,7905,2033,1867,1909
8246,8066,7532,1950,2246,1819
7544,7683,7649,2107,1910,2117
7632,7329,7501,1794,1800,1840
8238,7821,8282,1959,1928,1982
8315,7859,8055,1770,2107,1855
7365,7676,7511,2213,2327,1926
7740,7815,8151,1809,1814,1876
7920,7585,7988,1794,2223,2114
7632,7573,8143,1888,1892,1850
7955,7492,8022,2019,1739,2216
8119,7763,8345,2025,1919,2020
8215,7811,8075,1784,1867,2330
7765,8242,8008,2027,2171,2159
7988,7928,7365,1808,1865,1776
8351,7566,8238,1826,2182,1911
8356,7806,7588,1819,1860,2014
7786,7524,7990,1794,2178,1937
8069,7377,7794,1848,1825,2172
7756,7902,7720,1936,2059,1831
7726,8047,7551,1801,1855,1846
7769,7388,7538,2036,2278,1851
7719,7837,7975,1806,1881,1856
8192,7563,7666,2108,1786,2076
8166,7600,7785,2336,2079,2279
7496,7961,7765,1812,2100,1858
7810,8213,7768,1874,1938,2194
7514,7931,8009,2043,1828,1859
7501,7501,7813,1965,1934,2208
7869,7656,8005,1923,2350,1885
8011,7874,8139,1823,1989,2009
7937,8089,7360,2121,2308,2120
7442,7904,7829,2169,2237,2346
7601,7525,7733,1774,1873,2196
7832,8240,7527,2013,1848,1880
7500,7862,7424,1820,2019,1863
7832,7968,8219,1779,2097,2210
7851,7400,7477,2139,1847,1892
7791,7708,7936,1836,1836,1796
7761,7963,7993,1773,2390,1881
7874,7602,7568,1937,1851,2296
7451,7829,7480,1827,1989,2064
7534,7618,8103,2220,2108,2396
8099,8078,7540,1976,2031,1964
7477,7480,8233,2057,2271,2192
7479,8043,8385,1912,1820,1781
8022,7701,7992,1772,1842,2213
8284,8197,8200,1853,1766,2151
7811,7548,7512,1892,2252,1858
8215,8092,8286,2137,2016,2051
7762,7555,8192,2187,2125,2085
8406,7780,7646,1785,2235,2080
7908,7764,7958,1919,1828,2128
7530,7467,7589,2159,1860,1845
8069,8171,7846,1783,1803,2201
7845,7372,7883,2165,1823,2088
8046,8131,7885,1753,1865,2097
7691,8077,7605,1812,1921,1863
8147,8120,7522,1774,1728,2119
7619,7596,7524,1879,1813,2307
8293,8566,8572,1889,2285,2100
8600,8549,8442,2242,2460,2439
8749,8321,8466,2320,2606,2190
8701,7897,8225,1990,1948,1875
8927,9926,11768,3101,4035,2815
9004,9067,9817,2832,2553,2456
9094,8380,9163,2085,2129,1937
7510,7516,7740,1823,2243,1920
8117,8101,8604,1804,1893,2475
8217,8178,8020,1859,2376,2172
8195,8461,8028,1877,1953,1864
8263,7871,7992,1778,1820,2072
7631,7864,7841,1870,1791,1834
8038,7431,8066,2146,2199,1860
8035,7982,8083,1973,2135,2232
7926,8425,7645,2213,2161,2138
7929,7589,8159,1801,1808,1807
7585,8083,7473,1738,1820,1768
7844,7873,8119,1816,1889,1836
7345,7729,8163,2333,1949,2204
