Encrypt Size 1, Encrypt Size 5, Encrypt Size 10, Decrypt Size 1, Decrypt Size 5, Decrypt Size 10
8076,7711,8004,2132,1973,2059
7765,8030,8107,2063,1961,2149
8216,7724,8039,1827,1940,1832
7961,7918,7786,1781,1756,1871
7427,7418,7901,2021,1819,1800
7617,8187,7757,1899,1941,1979
7824,7911,7516,1901,1842,1851
7748,7970,7502,1805,2196,2012
7451,7904,7428,1767,1878,2042
7621,7467,8275,1857,2103,1993
8131,8108,7883,1804,1948,1762
7711,8059,8054,1954,1846,1996
7769,8030,7807,1855,2015,1944
7648,7538,7719,2020,2033,2252
8125,7961,7854,2140,1954,1856
7380,7569,7837,1743,2193,1948
8050,7939,7873,1859,1838,1856
7462,8101,7672,1882,1955,1953
8019,7677,7712,1841,1872,1921
7890,8065,7656,1893,1951,2210
7541,8123,7906,2199,1774,1826
7598,8133,8042,1810,1963,1969
7705,7701,8034,1758,1975,2087
7828,7614,7967,1765,1885,2199
7509,8190,7568,1822,2050,2217
7844,7487,7493,1950,1858,2333
7881,7841,7638,2139,1903,2165
7920,8048,7799,1869,1778,2197
7601,7661,7947,2010,1895,2071
8111,8714,8310,2203,1916,2162
8072,8355,8662,2345,2171,2333
8565,9115,8500,1951,1828,1835
7587,7877,7469,2228,2461,2057
8459,8335,7708,1832,2408,2169
7506,7760,8182,2138,2102,1951
7924,8180,7741,1836,1921,1827
7893,7804,7983,1867,2113,2192
7905,8089,7872,1774,1822,2186
7608,7593,7838,2191,2169,1932
7646,7811,7448,2022,1811,1879
7619,7986,7747,2060,2028,1955
7773,7600,7771,1828,1771,2045
7502,7441,7881,1859,2147,2139
7895,7504,7603,1894,2038,2050
7445,7925,7775,2067,1820,1879
7315,8040,7477,1842,2031,1871
8163,7524,7821,1928,1955,2208
7630,7670,7514,2052,1905,2329
7968,7583,7401,1768,1875,1808
8107,8038,7802,1861,2002,1821
7911,7341,7694,2015,2199,2177
7578,8273,7769,2374,1851,2139
7583,7661,7545,1847,2134,2058
7499,7917,7998,1825,1881,1972
8014,7470,8096,1970,1818,2239
7551,7604,7495,2100,1996,1905
7503,8275,7902,1937,2078,2037
7995,7556,7394,1743,2194,2257
7559,7693,8038,2083,1789,1811
7453,7859,7732,1870,2070,2051
7604,7436,7488,1829,1846,1826
7556,7502,7884,2228,1946,1807
7725,7824,8185,2073,1805,1885
7668,7385,8050,2008,2026,1917
7673,7606,7978,1889,1873,2036
7372,7512,7438,1749,2194,1797
7595,7757,7991,1795,1899,1999
7844,7656,7915,1824,2014,1833
7509,7565,7646,2134,1870,1889
7518,7331,8055,1936,1820,1847
7876,7671,7511,2031,1850,2186
7630,7819,7437,1716,1806,2031
7506,7792,7378,1814,2111,1915
7908,7707,7997,2176,1943,2038
7447,7457,7739,1862,2032,1789
7356,7483,7509,2046,1837,2008
7693,7878,8010,1941,1883,1945
8051,7991,8022,1757,1829,1893
7857,7542,7537,1978,2109,1979
7600,8217,8025,2066,1884,1920
7644,7841,7996,1936,2223,1798
7792,7640,7830,1790,2088,2019
7544,7685,7844,1903,2188,2157
7644,7462,7611,1765,1801,1800
8029,7956,7524,1780,1989,1874
7490,7913,7968,2056,1922,2099
8183,7601,7809,1900,2229,1854
7934,7738,7452,1990,1810,1860
7647,7521,7674,2149,2032,1951
8019,8060,7818,2154,1890,1886
7849,8007,7505,1991,1924,1849
7491,8001,7590,2031,2059,2059
7450,7491,7547,2015,2047,2055
7699,7580,7657,1855,1982,1819
7779,7995,7539,2201,2091,1871
7894,7686,7572,1875,1789,1934
7377,7753,7904,2056,2250,2112
7763,7538,8146,1760,1960,1845
7445,7468,7434,1831,1800,1822
7438,8017,7642,1830,1873,1889
