Microseconds
61431
61620
60239
59995
61415
61346
61730
60203
60532
61212
61113
60945
60017
61206
58385
58626
58373
58146
58215
59024
58695
59415
59057
59129
58693
59357
58923
58829
58189
58032
58151
57866
57665
57716
58133
57280
58243
57872
58023
58673
57318
57965
58288
58291
57956
58104
58213
58414
58057
58140
58293
57769
57796
58244
57604
59056
59088
57686
58328
58196
58165
58146
60621
58059
58031
57917
57859
57783
58127
58078
57685
58076
57268
57416
57807
57557
57629
58020
57482
58136
57748
57835
57564
58136
57927
57410
57716
58021
57733
57750
57731
57925
58065
57886
58007
59076
57363
57895
58065
58063
