Microseconds
63100
62589
61421
60461
60611
60266
59970
60859
59224
61700
60667
60859
59819
61026
60832
60405
60353
59546
57925
57643
57558
57759
58838
59505
60123
60875
59516
59282
59726
58742
58670
59187
58899
58140
59304
60245
58488
59113
59114
58182
57585
57857
57898
57752
57898
57939
57989
57759
58226
57872
57923
57863
57654
59426
57826
60520
58192
57671
57567
58156
57483
57826
57917
57781
57975
57924
57983
57696
57445
57678
57562
57380
57429
57413
57298
57544
57652
57664
57792
57568
57916
57788
57858
57538
58170
57399
57739
57570
57387
57449
57885
57543
57828
58038
57598
57726
57504
57638
58353
58431
