Microseconds
207318
205695
207391
205275
202469
194732
196123
198620
197143
194468
191788
192307
193067
193838
191812
191183
192482
191360
194478
192216
192664
191608
192451
190875
195896
192502
193261
192171
191711
193471
191098
193828
191334
190028
193334
198028
192834
191233
190859
196178
194843
192126
191262
191571
190662
190810
193487
190578
193165
191838
191599
191003
191002
193057
192212
191411
191352
191001
191084
190458
190682
191925
191362
191886
190018
191120
192334
191952
192473
192451
192670
191276
192308
191142
191697
191651
191514
192094
190331
190981
191439
192335
191554
192130
190983
191385
190977
189874
192035
191950
197902
192528
191483
191011
190708
193026
190911
190444
189864
190873
