Microseconds
210291
206555
205744
206612
205661
200419
194916
200983
199133
199085
197273
197031
194024
193824
216535
193545
191931
192901
192326
192280
191625
190934
191851
190754
191614
192037
192173
192321
193072
192378
194667
190884
191852
195419
192197
192169
191185
191404
191512
192347
190962
190554
192380
192093
190480
193748
192571
192087
192094
191535
191312
192395
197379
191909
192026
191659
191025
192254
193013
189977
191009
190614
192547
191835
190262
196404
195622
195490
194077
192197
191366
192696
191716
196028
207973
194480
195601
201350
198420
199043
198681
199481
197853
199188
198029
198070
198323
197102
194333
193667
193941
193606
191865
190590
191526
191675
191033
191177
191137
191187
