Microseconds
13257
13307
12981
12596
12673
13022
13061
12271
12713
12279
12815
12930
12965
12998
12854
12671
12131
12021
12573
12948
12118
12471
12627
12509
12716
12714
12813
12303
12496
12788
12678
12110
12059
12418
12737
12461
12492
12229
11879
12477
12715
12039
12421
12792
12163
12225
12737
12221
12381
12662
12386
12463
12126
12046
12587
12875
12795
12214
12044
12603
12754
12341
12487
12865
12178
12543
12603
12819
12799
12686
12442
12170
12007
12529
12233
12016
11935
11984
12310
12807
12529
12508
11898
12590
12674
12266
12077
12423
12135
12087
12427
12490
12454
12712
12316
12534
12927
12504
12257
12127
