Encrypt Size 1, Encrypt Size 4, Encrypt Size 8, Decrypt Size 1, Decrypt Size 4, Decrypt Size 8
4986,4922,5185,15264,15613,13385
4956,5040,4801,15605,16212,15153
4853,4927,4760,15352,16492,15314
4884,4977,4870,14988,15531,14958
4814,5033,4848,15673,15462,16296
4856,6704,4964,16024,14904,16202
4812,4941,4974,15567,16070,15641
5224,5008,4920,15612,15028,14979
4913,4924,5121,14976,16247,15432
4976,4949,5048,13959,16190,15721
4945,4744,5040,14856,15523,15596
5637,4849,4965,14978,15086,15654
5057,4787,4895,15852,15446,15425
5262,5050,5085,15167,15323,17726
4943,5249,4935,15133,15247,15628
4844,4856,4859,14159,15918,14555
4814,4835,4845,14910,15987,15617
4725,4996,4949,15276,14805,15066
5058,4802,4819,13955,14058,13362
5033,5028,5277,14800,13166,15241
5179,5425,5064,14705,15996,15495
4937,4917,4699,14010,15596,15786
4898,4747,4900,15318,18391,16721
4738,5029,4780,15318,16583,15825
5139,4835,4934,14001,15356,16422
4850,4832,4908,15933,15800,15828
4780,4877,4845,15751,15374,14365
4971,4919,5038,15060,16481,15494
4985,4798,4965,14639,15791,15057
5034,4922,4855,15344,15737,15002
4871,4967,4682,14959,15691,16189
4815,5378,4921,15073,15685,16049
5107,4955,4930,14247,15541,15003
4779,4779,4764,14201,16221,16025
4763,4835,4963,15213,16356,15340
4771,4894,4926,14957,15143,14524
4789,4870,4754,16133,15380,16066
5217,4840,4922,15708,15173,16051
4944,4756,4746,15313,15533,15963
4649,5005,4873,15138,15068,15502
4933,4848,4820,15563,16029,15553
4958,5015,4712,14125,15983,15683
4959,4823,4732,15325,15978,16032
4937,5015,4991,14806,15229,16036
4711,7462,6531,17885,16388,16972
5679,5128,5093,15920,15306,16334
5003,4835,4858,15502,15157,15822
4858,5858,4849,15385,15802,15911
4923,4890,4857,15612,15498,15781
4846,4898,4778,15389,16239,14827
5019,4743,4839,14152,15247,15737
4851,4780,4937,14960,15572,16315
4926,4816,4804,14241,16104,15320
7157,5288,5016,14874,16309,16077
5144,5319,4905,16213,16039,16384
5029,4906,4810,16198,16670,16166
4946,4898,4929,15582,15831,15963
5038,4790,5607,15786,16241,16304
4836,4962,4885,15469,16276,16245
4941,4841,4755,15030,15934,15413
4880,4876,4736,15638,16074,15284
4852,4853,4937,14811,14874,15967
4706,4951,4837,15769,15395,15897
4753,4811,4748,15215,15656,15561
4881,4895,4854,15050,15552,15496
5087,4874,4973,15407,15877,15797
4961,4798,4837,14247,16513,16306
5043,4767,4756,14747,16044,16097
5074,5026,4903,14984,15139,15456
4780,4961,4993,15793,14997,17918
4805,4835,4908,15208,15086,15324
4764,4963,6083,15322,15558,15119
4808,4829,4840,15729,15821,13712
4743,5033,4752,15547,16742,15710
4865,4946,4902,14908,15738,14962
4839,4857,4933,15615,15089,16091
4790,4778,4898,15538,16196,16484
4880,4859,4966,16193,16013,15846
4887,4878,5020,15109,15360,15598
4868,4884,4884,13822,16363,13313
4927,4908,4784,14917,16285,15740
5090,4706,4945,15046,15405,16314
4864,4918,4974,15199,15343,15931
4834,4936,4810,16185,15474,16004
4952,4710,4897,15708,15854,15371
4754,4815,4927,15494,14623,15768
4958,4810,4903,13456,15493,14922
4856,4967,4734,14183,15926,15055
4778,5001,4920,15874,15225,16122
5040,4944,4940,15563,16377,15960
4998,4941,5215,15915,15406,16182
4721,4857,4902,15463,15891,15811
4872,4682,4802,14151,15816,15888
4898,4823,4736,15704,15496,15424
4847,4859,4695,15426,15611,15409
5096,4708,4946,15529,15898,16521
5015,4803,4805,15589,13371,16312
4916,4841,5718,14815,15860,15306
4857,4775,4868,14944,15896,15079
4862,4761,4785,14444,16582,15525
