Encrypt Size 1, Encrypt Size 4, Encrypt Size 8, Decrypt Size 1, Decrypt Size 4, Decrypt Size 8
23656,22898,21959,65228,66137,60394
21766,21026,21633,63044,62478,68392
20883,21745,21293,63404,64856,61012
21940,21952,22249,61850,61877,62503
21880,21341,21561,69138,61288,65082
21698,21078,21150,65875,70228,65588
21716,21104,20976,60967,60666,64577
21170,21313,21009,61600,66049,62228
21647,21697,21335,65070,63107,63518
21147,20914,21251,62120,66177,62881
22134,22197,21695,63294,60054,63122
21270,21018,22312,57220,62584,59093
22158,21884,21302,59372,58890,62838
22467,22244,22087,61170,62040,61554
21425,21811,21673,66060,65914,65382
21375,21381,21718,62832,57500,62776
21395,21435,22983,63365,62873,63923
21196,22160,21488,60638,63296,69347
21689,21888,21026,61973,60356,62210
21800,21604,22110,67092,57375,62825
21187,21916,21060,60904,64302,64923
21449,21829,22462,63528,63008,63909
22316,21835,21298,66099,57796,64882
22046,22051,21024,64768,61757,60134
22343,21450,21656,63225,60061,63120
22304,21181,22400,60758,63152,66473
21228,21190,21246,58712,60247,60743
21242,21177,21173,65603,60796,67659
22585,21919,21621,58420,62717,66522
21488,21234,21004,61512,63397,63443
22283,21453,21301,61207,61100,59822
22406,21456,22388,61343,61310,68277
21212,21238,22049,67216,64097,58444
21966,21801,21003,63025,64482,68042
21859,21759,22030,60473,64040,65928
22585,22026,21248,59628,68284,68326
21790,21594,21447,60389,66259,59632
21670,22329,21336,64976,66219,64128
21217,21724,21446,63566,58482,56793
22575,21779,21709,60302,67574,64841
21530,22495,21799,59810,61572,60194
22468,21895,21985,63559,66635,62522
21223,22177,22483,69010,64764,69106
21315,21589,21423,63567,104332,78861
23571,22573,21779,63837,60982,66607
21732,22316,22584,65991,66829,59345
22342,22025,22181,59753,62830,65610
21596,22307,21593,62238,67852,63935
21262,22032,21686,62177,66118,67568
22402,21756,21631,58175,66469,62792
21836,22080,21432,65316,60955,59405
21209,21206,21295,62174,64228,60156
21284,21239,21144,66516,63473,64087
22376,22692,21437,64195,64018,68592
22749,22145,21983,62908,61381,61223
21938,22568,22269,60242,57407,58943
21865,21672,21159,57639,60301,63569
22343,22145,21528,65643,62819,61753
22059,21820,21632,58486,65026,59167
21971,22479,22338,62511,67346,58701
22369,21924,21689,63584,58499,66304
21645,21632,21619,60462,61168,59721
21283,21182,21285,60604,68161,63353
21224,21309,21283,61375,68886,65753
21251,21389,22562,63623,65723,61825
21359,21802,23314,65954,63749,63937
22048,22019,22351,63612,62034,63782
22179,22238,21826,63304,63859,66950
21995,21540,21881,63171,62890,65746
22586,21682,21061,56563,65066,63642
22333,22103,22931,59942,68943,66544
22327,21803,21449,59971,59778,64186
21198,21185,21173,65468,64844,74287
22876,22098,21575,65598,64175,67908
21356,21728,21622,58536,64830,65937
21339,21731,22062,62077,65846,63447
21855,21914,21738,57426,58543,67249
21460,22331,22290,66538,61754,64473
21832,22928,21462,68661,68317,63335
21478,22351,22126,64303,65819,63391
21806,22184,22952,66266,61038,62288
21107,21301,21315,60746,60714,61784
22400,22404,21402,60173,62853,61356
22505,22106,21388,62299,62756,63040
21147,21885,22116,60195,61232,63283
21178,21688,22092,61393,67961,57921
21624,22009,22517,60175,65267,62309
21636,21558,21333,63502,65930,60517
22332,23049,21596,58928,67512,65089
21792,21915,21150,62864,59903,67386
21171,22704,21921,63087,59558,61668
21752,22143,21343,64171,64045,60930
21384,21581,22084,59707,57994,60876
21334,21290,21203,64888,59263,62894
21195,21155,21256,65148,64030,62024
22831,21198,21151,59533,62952,59005
21381,21532,22586,61860,66447,60935
21546,22390,21765,68333,69187,58145
21490,21882,22477,64045,66378,61620
21198,21900,22965,64340,64763,58423
