Encrypt Size 1, Encrypt Size 4, Encrypt Size 8, Decrypt Size 1, Decrypt Size 4, Decrypt Size 8
15448,15956,14981,34855,36876,32955
15263,15169,15281,32934,34714,32343
15508,14917,15081,35762,33158,35052
15471,15035,15018,35310,35880,34079
14650,15004,14640,34460,35875,35127
14997,14660,14906,36247,32695,31626
14723,14846,15234,32787,34558,33624
15258,15097,14779,35558,32892,35110
15330,15234,14653,38454,33792,32613
15551,15193,15569,32650,31900,33389
14883,14928,15282,34540,35511,31230
15299,15123,15410,36451,33529,32287
15623,15200,14645,32908,34581,32904
14737,15079,14640,35080,35882,34706
15365,15475,14947,33018,30832,35340
14983,15295,15078,32029,33930,39644
14742,14976,15142,30971,34094,31731
14760,14709,14834,36086,33001,35330
15110,15980,14637,36086,35746,36112
14978,14914,14863,36802,36251,33310
15330,14793,14965,32371,36720,33069
14933,15058,14956,29246,34476,33583
14855,15070,14799,36946,35198,32314
15140,15382,14526,32811,31552,34894
14954,14950,14945,32364,36299,34433
14946,14763,15743,34403,32118,35264
15295,15112,14739,32233,35958,36040
15171,15069,14898,36348,31329,34026
15314,14573,15096,36330,35779,34320
15166,14869,15210,31122,30882,36491
14918,15403,15231,30586,37123,35147
15975,15416,16687,33452,35339,34551
15150,15017,14910,33131,32878,34880
15696,15253,16393,31744,34150,33394
14935,15082,15357,32400,33178,37077
14906,14911,15356,35247,34517,34865
15788,14927,14920,32667,36254,36154
15121,14929,14889,33613,36839,34042
15177,15234,14989,30902,31535,32266
14865,15067,15036,29128,34620,32508
15253,15466,15154,34208,45533,34014
15930,15139,17001,45073,43729,36645
15188,15429,15898,34941,42698,35161
15399,14963,15158,33170,35773,34643
15349,15537,15158,34328,33393,36240
15116,15735,15527,32810,31818,32996
15015,19457,16097,33141,34844,37299
15388,15504,15280,34150,32006,33854
15024,15223,14920,34594,33900,34143
15155,14697,14649,37738,39701,31383
15076,15108,14845,36079,37209,32350
14644,16885,15017,30690,37402,38916
14706,14709,14738,30996,31087,31709
14723,14738,14748,29884,32571,32548
14678,14735,14821,29746,34052,37011
15678,15347,15181,30709,36640,33293
14651,14811,14715,32800,36422,34243
14698,14763,14849,31143,31527,33283
14791,14937,15158,30697,35288,33830
14635,14969,15241,33156,32863,34008
15405,14823,14866,34124,36455,34876
14636,14680,14628,30375,32954,33945
14632,14625,15015,31850,35748,31552
14783,14786,14728,30247,38868,36273
14645,14737,14635,28306,34604,32886
14659,14682,14885,29022,33890,31189
14695,14566,14645,29851,35484,32433
18903,15004,14973,29089,35011,36275
14799,14735,14785,33678,32963,36966
14805,14815,14809,35611,39938,34221
14701,14834,14673,29999,32301,36550
14787,14839,14808,29293,33020,30710
14657,14720,16923,30197,34556,34969
14805,15037,15408,32151,34140,35638
14897,15529,26398,41360,35312,34243
14696,14611,14617,30320,35162,33862
14648,14661,14644,29835,33903,35239
14827,14715,14690,37144,30684,34863
14695,14654,14733,31852,34062,35389
14709,15037,14776,31097,34857,33876
14819,14743,14818,30461,33777,33281
15054,14886,14680,34414,33227,34684
14821,15233,14857,32548,31408,36817
17999,15097,15060,34203,37295,31854
15665,14842,14772,30448,32763,35294
15003,14898,14858,30263,33580,39049
14654,14693,14753,31421,33837,36992
14625,14740,14702,30120,33381,37694
15623,14760,15037,32155,31946,32299
14786,14725,15387,30251,35814,32913
14960,14722,14842,32802,34913,32140
14677,14613,14741,32510,34682,35538
14729,14928,14978,29728,35922,35789
15438,15668,15658,36894,34824,32962
16106,15757,14848,33400,36034,34062
15612,18132,17870,34807,39806,33338
15144,15462,14775,30416,32203,35171
14617,14878,15598,34772,35399,32635
14757,14665,14689,34072,35817,33883
14685,14665,14660,30517,38139,37968
