Encrypt Size 1, Encrypt Size 4, Encrypt Size 8, Decrypt Size 1, Decrypt Size 4, Decrypt Size 8
22545,23800,23061,70473,68053,71077
22807,22213,22417,64893,82351,98872
23085,21665,22317,74942,64961,68915
21803,21329,21347,61538,72274,74087
22105,21804,21723,64609,65026,71315
21179,21689,21523,62498,71624,65166
21236,21304,21483,63039,71941,70889
21246,21569,21006,62837,61494,67297
21842,21889,20954,62726,67709,63783
21789,20990,21217,65279,58331,64140
21660,21337,21876,63864,68327,59406
21058,22081,20918,60698,67799,67183
21328,21429,21607,61460,64107,64845
21232,21804,21023,67321,64487,60328
21976,21770,22057,68545,72812,69538
21242,21739,21265,59843,59318,64673
21444,22000,21452,63005,66323,64600
21664,21689,20967,65800,65736,64498
21125,21005,20945,58494,64252,62355
21621,21682,22227,59187,62984,60954
21865,21211,21217,65874,64248,60399
21394,21834,21293,58897,64582,64665
21269,22087,21203,63532,61174,65227
21938,21932,21203,63682,61610,66201
21890,21131,21519,60938,66216,64684
21851,21158,21166,58808,69165,63577
22894,21802,21916,60964,64523,70374
21201,21442,21392,59043,59939,68332
21741,21720,21363,64791,63334,64299
21558,22100,21327,66349,67423,63651
21120,21247,21234,65543,63577,65841
22351,21730,21517,58203,65750,69674
22217,22397,22353,66688,67539,66656
23395,22360,23176,84202,65625,62963
21623,21402,22265,68168,62070,65605
21796,22556,21372,64403,62410,68257
21538,21118,21210,61266,70468,66932
21265,21460,21388,64997,64388,62215
21893,21674,21645,61825,64839,63776
23086,22814,22150,70512,66423,67319
22069,22232,31168,82779,67817,67901
23570,22217,22211,66650,66439,63636
23259,22490,21751,62867,71080,65922
22690,22611,21939,66231,69322,67832
23333,21996,22228,62818,66849,62230
22790,23186,22030,58924,63200,64698
22218,22588,21624,66265,70472,76684
21837,22696,22506,63674,68460,67973
23746,21956,21435,62760,68295,69671
22432,22287,21676,62632,66481,68886
22104,22549,21995,60204,67284,63289
22528,23051,22181,65118,67589,65728
22602,23262,23313,62354,62661,69272
22912,22196,21825,63195,63414,67428
21471,22329,21323,62819,68581,71067
22216,21761,23614,68987,63184,63911
21903,21972,22498,62611,63502,62813
21713,23939,21472,65657,67624,66127
21712,21326,21249,69161,66122,63036
22503,21939,21248,60663,61968,66830
21599,21855,23067,67167,67034,120099
24035,21667,22581,73722,63812,62510
22399,23034,21816,61648,65252,68586
21798,23038,22672,60406,61501,61228
21912,22217,22370,67295,63630,65404
21411,21667,22230,62435,63274,64000
21626,22369,21300,62780,63592,66182
22046,22306,21381,63954,67127,66051
21746,22760,22465,61749,66685,71486
24672,22445,22374,63907,63792,69135
23531,21904,21699,76587,62001,64677
22936,22127,22231,62792,62116,63357
21916,21490,21911,64519,62835,60605
21214,21116,21134,64879,62947,64633
21103,21156,21359,60273,63180,61299
21519,22600,21464,68059,71444,61428
21144,21745,21372,69643,73564,65479
21778,21366,21898,62782,66413,64481
21057,22481,22185,62044,62427,63281
21462,23396,22310,64781,64717,69253
21324,21404,22292,58942,64184,65079
22053,21473,22060,65708,64516,65853
21080,22061,21298,66137,65723,64649
21922,23691,23364,64307,67519,68714
22494,24312,22879,67876,94333,76406
21825,22356,21777,62872,63610,64535
21806,21521,22435,66081,64359,65682
23845,22408,21537,62762,64288,67731
22520,22043,23019,67438,62892,65808
22847,22525,22667,71417,62085,62160
22260,22674,21688,61614,65861,67141
22269,23125,22371,68591,65426,65544
22041,21634,22429,63628,67346,66967
22786,21949,21521,70413,66399,71423
22990,23995,22696,66861,70419,69613
22346,22816,22081,63382,61309,63017
21940,21578,22077,60205,60136,68760
21227,21246,21348,61992,67315,64534
22611,21544,22704,68332,66523,67211
21421,23134,22675,72957,69546,65578
