Encrypt Size 1, Encrypt Size 4, Encrypt Size 8, Decrypt Size 1, Decrypt Size 4, Decrypt Size 8
5209,5068,5721,14959,15439,15405
4850,4970,5004,14538,15397,15440
5030,5018,4975,15008,14225,15354
4840,4900,4916,15528,15139,15971
7490,5013,5128,14472,15406,15479
4963,5074,5027,15271,15528,15833
5009,4746,5124,15121,15906,14999
4911,5363,7102,15132,16210,16647
4849,5087,4912,15384,15843,12796
5053,5059,5068,15419,15614,16105
4821,4956,5035,15474,16339,15116
5084,5049,4825,14531,15185,14818
6736,4885,5079,15594,14858,15095
5080,5369,5019,14740,15805,15041
4781,4865,5036,15234,15686,15448
4956,4997,5025,13535,15570,11279
4802,5133,5108,14629,16621,15888
5174,5112,5035,14400,15484,15054
4976,5531,5462,14501,16307,15497
5078,5042,5122,14655,15080,15947
4954,6790,15575,19165,16753,13785
9073,5486,4931,14425,15920,15718
5038,5113,5156,15453,15347,15902
4930,5889,4952,16060,15656,15878
5108,5009,5215,15333,16174,15878
5001,5052,4978,15274,15987,15506
5117,4936,5068,15455,15259,15651
5042,4982,4859,15312,15256,15399
4838,5006,4949,14267,15915,15196
5028,4983,5249,15052,14312,14062
5043,4825,5138,13417,15226,15091
4834,4944,5028,13593,15416,15035
4964,4737,4798,14846,15359,15811
4805,5032,4967,15249,15594,15658
4980,4864,4988,14016,13907,14332
5098,4886,5009,14247,15246,17534
5164,4904,4923,15193,16221,15515
4910,4933,4933,14939,15614,14460
5181,4946,4975,14001,15704,15538
4951,4991,4844,14424,14385,16244
4880,4999,5029,14890,14798,14219
4827,4880,4966,16052,15950,16217
5047,4838,4852,15093,15836,15197
4992,4935,4944,13962,16260,14436
5000,4758,5087,16562,14745,15428
4802,5122,4938,10275,15417,15863
4871,5003,4967,15402,15694,15968
4949,4803,4905,15433,15967,16335
4709,4891,4688,13932,15208,15064
4957,4936,4718,15605,16291,15632
4832,4734,4874,15177,15294,15368
4793,4753,4808,15452,16342,14269
5049,4755,4748,14873,14808,16336
4810,5012,4809,14776,15077,16054
4818,4861,4904,14606,16099,16044
4876,4828,4836,15906,15500,15478
4934,4826,4808,15248,15645,15709
4691,4984,4717,15689,15940,15690
4744,4857,4842,15608,15870,16285
4796,4754,4879,15814,15855,16404
4789,4783,4864,13762,15590,16084
4683,4862,4992,15441,15897,15353
4818,4789,4690,14845,15781,15757
4743,4700,4718,15550,15432,15542
4688,5045,4755,14729,15103,15536
5120,4782,4700,15325,15378,15942
4850,4868,4859,15517,16291,14592
4851,4795,4872,15228,15590,15514
4802,4854,4776,14541,16554,14683
4916,4923,4872,15513,15326,15525
4833,4697,4817,15559,14487,15767
4771,4866,4791,15402,15898,15163
4735,5018,4698,15445,15877,15976
4879,4900,4921,14441,15651,15872
5145,5196,5153,15460,11841,15284
5013,5088,5074,14321,15290,11955
4786,5240,4961,15205,14583,15293
5153,4952,5629,14903,15843,17177
4880,5136,5015,15144,16085,15077
5278,4942,5073,14782,15663,15320
5040,5021,4723,15315,15730,15275
5123,4829,4936,15936,16142,15684
4906,5092,4980,15589,15139,15421
4878,4841,4821,14404,14678,15194
4947,4781,4953,15257,15535,15586
4811,4862,4799,15159,16351,15225
4839,4943,4854,14804,16306,15948
4803,4872,4875,14723,15791,14882
5030,4976,4782,14532,15789,15943
4893,4906,4943,14791,15979,16250
4945,5539,5070,15016,15651,15663
5180,5002,4984,14386,15986,15825
5118,4915,4924,15039,15999,16013
4743,5012,4916,15363,15676,16045
5044,4933,4941,15876,15845,16094
4914,5146,4807,11664,15875,16066
4855,4994,4848,15408,14501,15623
4665,4960,4955,15174,15528,15915
4691,4903,4856,14668,16012,15729
4736,4878,4791,15724,15643,15328
