Microseconds
212149
210064
208145
209239
198549
200533
202939
200401
195048
195216
194945
193813
193315
194681
194838
195375
194432
193964
193451
193634
195128
198887
201284
197369
196360
195018
194629
196119
200456
200048
195677
195710
202483
240398
203588
196603
194833
195322
193403
192406
195667
200001
196793
207535
202353
201478
202049
196369
196067
198229
196015
194922
193256
193097
193432
192849
193325
193034
195414
196333
194528
192567
192889
196607
194124
193573
193419
194619
194012
193805
192641
192254
193888
193748
194285
192578
193403
192270
192417
194986
193595
193354
193128
193578
192735
193841
192198
193157
193536
193260
194154
191643
194021
190810
194043
193686
192818
193657
193311
193430
