Microseconds
38583
38681
38325
37666
38115
37655
37190
37325
37181
38751
38404
38828
37532
38566
38093
38213
38098
37819
38014
38063
37710
37780
38037
37615
36762
36370
36491
35974
35668
35957
36371
35988
36518
37112
36671
36905
36864
37127
36583
36867
37021
36688
36932
36858
36499
36446
36536
36270
36535
36198
36454
36801
36042
36187
36379
36562
36281
36543
36152
36256
35816
35721
35907
35844
36081
36210
36208
35709
35871
36700
36189
36361
36448
36619
35759
36130
36095
35784
35969
36255
36332
35876
36285
36037
36048
35956
37206
36700
36254
36070
36321
36152
35979
35947
36513
36014
35823
35713
35582
36468
