Microseconds
39148
38802
38409
37658
38256
38377
37789
37915
37475
37222
38772
38821
37423
37481
37854
38063
37123
37840
39618
38003
38310
38134
38465
37265
37673
40080
37866
37322
36931
36924
37331
37450
36881
37333
37436
36761
38089
37276
38689
40618
37240
37416
37340
38301
37390
37164
37386
36949
36631
36652
37055
37298
36918
37065
38203
37110
36838
36430
36596
37928
37713
36783
36023
37108
37409
36683
36363
37211
37253
37567
37301
36758
37159
37112
37090
36673
39060
37496
36757
37154
38116
38112
39614
36916
37495
37103
37130
36963
37499
36613
36573
36617
36900
37597
38254
37013
37185
37141
36923
36750
