Microseconds
25691
24739
25261
24435
24954
24864
24639
24436
24384
24193
23830
23903
24383
24188
24414
24374
23541
23861
24689
24923
23911
23764
25374
24271
24619
24479
23915
24839
23828
24495
24143
23874
24841
24294
24102
23589
24572
23961
24405
24670
23869
23436
23360
23364
23465
23333
23100
23407
23302
23599
24743
33789
25698
25309
24174
23859
24399
24045
23630
24161
23797
23723
23300
24010
24019
23867
24189
23808
24024
24065
24458
23734
23559
24213
23762
23271
23573
23348
23438
23420
23654
23583
23237
23400
23469
23263
23115
23225
23424
22995
23358
23258
23628
23183
23131
23260
23443
23346
23116
23222
