Encrypt Size 1, Encrypt Size 5, Encrypt Size 10, Decrypt Size 1, Decrypt Size 5, Decrypt Size 10
7006,6680,6733,959,878,856
6670,6554,6562,888,817,836
6492,6481,6687,849,823,871
6718,6567,6701,820,902,794
6474,6510,6575,861,906,826
6498,6599,6575,772,845,849
6494,6486,6689,882,901,860
6500,6608,6521,829,841,892
6475,6591,6606,831,831,807
6484,6671,6495,819,812,891
6542,6546,7832,858,853,846
6746,6576,6626,936,830,830
6452,6534,6548,812,846,806
6587,6520,6665,816,802,856
6584,6799,6506,813,835,881
6744,6590,6696,849,868,894
6648,6470,6572,773,802,859
6529,6529,6486,877,922,851
6911,6736,6757,942,863,919
6515,6528,6541,783,831,807
6319,6322,6659,826,893,1323
6454,6455,6619,872,828,791
6524,6509,6768,799,854,826
6483,6580,6479,812,869,904
6481,6580,6556,844,847,851
6619,6808,6820,838,799,840
6511,6531,6703,879,845,877
6630,6602,6543,811,843,834
6617,6926,6769,890,795,844
6599,6548,6762,824,842,817
6611,6528,6535,875,824,977
6556,6779,6657,859,926,897
6536,6491,6705,809,816,788
6668,6600,6642,844,830,916
6518,8726,6661,810,832,826
6402,6596,6468,833,830,806
6522,6523,6606,786,834,823
6657,6492,6463,917,896,983
6499,6536,7383,905,799,808
6535,6554,6446,897,798,838
6504,6665,6478,854,850,906
6576,6637,6565,861,802,840
6500,6510,6503,803,934,822
6436,6561,6479,786,802,813
6718,6475,6460,952,776,915
6793,6564,6470,790,865,820
6485,6596,6536,804,846,809
6428,6631,6481,822,784,942
6595,6749,6909,1002,902,842
6663,6512,6561,802,737,877
6600,6524,6474,853,1269,912
6586,6893,6856,929,922,858
6531,6517,6704,882,842,843
6475,6819,6645,789,921,829
6577,6576,7173,833,827,818
7042,32512,11748,1276,938,1111
9551,10369,7182,976,1024,1008
6888,6972,6866,807,941,833
6682,6544,6747,975,866,876
6678,6628,6506,829,1022,851
6566,6595,6742,943,814,911
6433,6743,6873,830,785,839
6728,7013,6547,851,826,839
6682,7093,6608,792,851,840
6867,6560,6823,853,825,928
6778,6569,6667,839,961,841
6616,7082,6765,953,815,827
6635,6571,6801,861,925,837
6661,6813,6488,819,800,973
6654,6580,6479,829,915,820
6687,6640,6726,791,961,884
6668,6809,6630,809,993,822
6783,6394,6831,792,813,955
6799,6669,6588,801,786,914
6673,6684,6538,794,982,858
6625,6734,6741,888,934,904
7189,7076,6540,923,1071,851
6765,6713,6685,832,842,851
6695,6931,6687,973,827,902
6486,6532,6523,1713,2533,1013
6642,6642,6629,806,851,959
6652,6607,6622,828,928,849
6520,6886,6953,806,830,791
6585,6605,7031,879,980,1001
7129,6500,6730,997,844,844
6759,6802,6679,875,907,927
6749,6941,6832,781,852,821
6625,6592,6553,895,838,794
6567,6809,6736,919,947,945
6576,7004,6639,793,1023,1131
6930,6684,6609,816,846,846
6663,7346,6681,899,1019,799
6850,6992,6629,967,936,848
6562,6471,6706,831,1003,1057
6528,6641,6697,913,810,842
6607,6772,6650,810,1017,930
6596,6547,6628,802,820,829
6536,6662,6550,840,849,803
6797,6713,6631,793,788,912
6467,6525,6648,925,809,939
