Encrypt Size 1, Encrypt Size 5, Encrypt Size 10, Decrypt Size 1, Decrypt Size 5, Decrypt Size 10
6863,6691,6638,951,910,914
6496,6456,6652,840,832,882
7318,6782,6845,836,874,842
6968,7082,6928,1002,1061,879
6720,6642,6681,850,880,948
6386,6577,6565,801,831,818
6493,12525,8416,916,832,867
6987,6584,6563,898,839,840
6672,6535,6461,819,814,849
6767,6982,6652,861,829,1028
6661,7041,6851,822,822,858
6793,6683,6504,822,824,800
6632,6461,6548,875,922,883
6572,6652,6814,845,797,827
6582,6703,6456,924,1029,831
6923,6655,6775,850,818,806
6569,6862,6840,998,861,857
6767,6613,6859,912,1065,897
6756,7018,6889,837,835,830
6925,7137,6676,833,793,1003
6612,6585,6748,1007,1080,947
6700,6678,6759,815,818,882
6926,6787,6822,945,839,851
6714,6708,6899,843,828,813
6489,6754,6586,854,1104,884
7169,6674,6842,874,825,828
6890,6721,6804,930,1045,846
6767,6601,6691,818,791,1041
6703,6602,6849,972,841,906
6709,6841,6638,855,874,842
6651,6546,6663,846,1115,924
6815,6702,6472,786,820,805
6540,6768,6529,849,974,861
6546,6537,6547,903,853,843
6509,6467,6559,829,823,975
6569,6661,6571,852,1029,840
6502,6491,6615,821,824,949
6820,6611,6720,814,903,991
6495,6556,6495,817,924,1060
6494,6443,6540,809,955,813
6543,6507,6545,933,1062,1058
6629,6574,6483,928,841,800
6528,6617,6689,815,920,839
7106,6655,6522,794,806,826
6590,6540,6713,823,815,861
6801,6598,6589,862,800,1024
6809,6525,6590,834,858,854
6746,6755,6643,803,947,815
6600,6485,6644,828,1116,794
6934,6564,6652,767,957,845
6662,6526,6591,901,827,985
6705,6529,6578,914,1001,820
6790,6636,6786,801,815,838
6647,6845,6495,899,804,864
6792,6609,6634,796,1026,834
6658,6481,6629,887,905,841
6579,6600,6528,843,811,879
6644,6463,6576,821,1010,1127
6572,6695,6586,809,812,833
6518,6447,6570,890,981,848
6521,6865,6694,797,1088,880
6573,6582,6590,806,822,913
6498,6692,6481,871,837,839
6568,6695,6713,852,807,842
6630,6795,6594,887,942,872
6645,6761,6570,870,814,804
6674,6653,6566,808,1011,824
6636,6623,6492,915,789,819
6540,6611,6877,866,815,791
6522,6642,6705,836,882,945
6776,6427,6585,879,820,855
6706,6464,6534,913,978,1010
6548,6792,6601,806,1000,820
6717,6642,6548,898,821,802
6813,6535,6671,807,894,830
6761,6512,6858,856,836,831
6678,6705,6847,830,829,881
6646,6469,6585,937,983,1010
6726,6568,6529,841,812,982
6486,6578,6749,912,861,845
6573,6635,6691,859,861,819
6654,6705,6466,786,803,1037
6721,6582,6691,841,829,827
6517,6656,6603,956,972,833
6637,6700,6552,840,831,854
6549,6753,6695,834,862,832
6694,6731,6427,883,818,985
6687,6729,6638,836,841,838
6574,6532,6626,834,943,866
6562,6749,6684,817,831,862
6758,6693,6683,814,837,848
6711,6783,6686,843,1000,820
6551,6511,6660,914,798,817
6809,6397,6599,876,820,1010
6766,6574,6746,838,832,874
6421,6508,6491,797,940,1131
6761,6809,6541,791,817,883
6551,6660,6751,784,791,830
6689,6558,6623,893,830,830
6501,6550,6615,888,826,868
