Encrypt Size 1, Encrypt Size 5, Encrypt Size 10, Decrypt Size 1, Decrypt Size 5, Decrypt Size 10
9212,8918,8899,1179,1011,1139
9119,8702,8407,1215,1000,1172
13446,9148,9037,1199,1140,1076
8814,8646,8979,1108,1066,1040
8993,8737,8778,1011,1018,1048
8445,8932,8939,1083,956,990
8920,8749,8847,941,952,1024
8671,8926,8717,1115,1001,1066
8798,8770,9003,988,995,1113
8663,8714,8780,1002,1662,1256
8746,8598,8610,993,975,941
9220,8602,8843,997,1065,1014
8770,8847,8715,1071,1095,1047
8833,8693,8541,962,957,1059
8722,9501,9020,1059,1085,1018
8474,9074,8524,965,1034,1049
8850,8541,8881,1022,980,1019
8747,8561,8902,1020,1019,1033
8532,8715,8478,1078,997,2579
8974,8579,8972,980,1021,1005
9884,8673,8472,940,1000,978
8469,9400,9421,1102,1015,1010
8570,9333,9011,1035,988,1073
8618,9450,9120,1066,1072,1116
8625,8792,8899,975,994,960
8686,8872,9101,1026,1057,1166
9023,9701,8975,1027,1023,1041
8781,8605,8857,1071,1236,1283
8770,8801,8891,1857,1388,1088
8837,8926,8401,1046,1112,996
8719,8742,8659,980,1203,959
9380,8673,8622,942,1094,956
10030,8753,8751,1018,943,1001
8606,9376,8633,1015,1047,1036
8795,8759,8807,1053,963,1097
8841,9221,8761,1036,1018,1044
8674,8781,9818,1071,1045,1061
8831,8638,12372,1026,985,1053
10572,9670,9497,1111,1101,1275
9580,9400,9604,1361,976,999
8902,8991,10315,1551,1360,1200
9138,8861,9121,971,1008,1295
8681,8844,8716,1256,1119,969
8802,8538,8690,1075,1043,1081
9301,8879,8693,986,942,1092
9392,9030,8749,949,1187,1049
9928,9394,9083,994,1124,1150
8786,9343,8830,1076,1048,1013
8878,8545,8974,1016,971,1240
8828,8932,9052,966,1000,983
8639,8586,8820,1531,1092,1161
8871,8492,8725,1133,1007,1081
8674,8686,8621,990,1001,1344
8760,8749,8726,1038,1022,970
9087,8865,8599,1106,941,995
13893,9063,8930,925,1057,970
9301,8642,9069,992,1132,1044
8991,8899,9204,1143,1172,1105
10345,8623,8905,1167,1045,1076
8625,8770,8809,1030,998,986
8658,9132,8560,1311,958,964
9152,8704,8743,1096,1065,1015
8761,8766,9528,1005,1060,1041
8528,8541,8895,956,970,1026
8602,8771,8806,969,1082,988
8589,8521,8753,1128,1064,979
10312,8663,8924,1028,1007,952
8482,8625,8799,990,1001,1008
8711,8628,8523,920,1199,976
8915,8944,8800,965,959,1092
8573,8612,8991,952,1015,1093
8601,8659,11073,1174,1038,1151
8557,8704,8921,1140,1019,1147
8513,8747,8511,1084,966,979
8900,8669,8905,1055,1021,1245
9019,9055,8702,1138,978,1059
9464,8743,8684,1083,995,1006
8830,8915,8805,1124,1110,1030
8662,9018,8724,1095,963,1195
8613,8565,8896,1233,975,970
8970,8502,9373,1040,1131,1260
8782,8518,8758,1182,1007,1166
8813,8911,8421,981,971,988
8890,8618,8658,1117,975,980
9151,8860,8664,981,964,1062
8988,8900,8575,984,1043,1049
8707,8820,8699,1006,1053,1109
8957,8849,8857,991,1143,1056
8668,8623,8976,1025,1018,1134
8767,8775,9263,1102,1082,1062
8688,8657,13183,955,951,1019
8894,9207,8849,952,1211,1055
8547,8629,8853,1103,1042,1127
8902,8845,8689,955,1018,977
9524,8618,8610,993,1094,971
8841,8749,9000,999,1044,983
8605,8681,8613,1081,966,1103
8675,8940,8859,1002,986,1002
8840,9539,9132,1202,1045,1180
8820,8510,8907,993,1102,995
