Encrypt Size 1, Encrypt Size 5, Encrypt Size 10, Decrypt Size 1, Decrypt Size 5, Decrypt Size 10
2861,2839,3148,488,486,712
2971,3376,2546,352,413,374
3006,3108,2947,441,433,418
3033,2684,3188,530,471,564
3257,3130,2881,447,532,527
2807,2893,2981,550,431,452
2741,3134,2663,488,508,472
3134,3032,3068,549,637,1595
3224,2865,2917,427,455,413
2962,2946,2904,493,492,541
2896,3082,3084,525,507,479
2926,3035,2888,579,414,486
2913,2980,2997,526,498,487
2967,2724,3175,562,519,479
3005,3073,2644,384,385,381
2987,2919,3075,537,417,439
2701,2708,3188,501,483,506
3079,2857,2578,387,874,409
2770,2894,2764,397,402,414
2830,2745,2769,362,489,512
2684,3058,3010,436,408,439
3220,3074,2887,494,489,532
2833,2851,2884,379,452,424
3107,3129,2926,409,493,430
2926,2876,3009,497,515,425
2732,3019,3005,499,506,513
2678,2796,2992,413,506,584
2675,2919,3058,491,565,508
3006,2646,2773,379,394,458
2758,2746,2812,387,397,399
3253,3080,2681,397,411,405
3152,3002,2779,504,503,415
3066,2977,2951,492,472,477
2918,3384,3088,427,396,390
2876,3608,2877,413,413,393
2982,2775,3126,443,514,511
2828,3225,2757,420,436,456
2917,2949,3034,463,416,642
3016,2690,2948,403,534,498
2881,2964,2675,425,451,467
3020,2935,2761,415,416,453
2803,2772,2734,415,417,397
2991,2768,2823,447,473,440
3206,2757,2806,423,436,471
2733,3007,2757,549,509,520
3059,2969,2903,496,509,517
2792,3208,3002,474,467,463
3330,2901,2905,491,425,431
2875,2819,2887,462,530,475
2711,3015,2921,499,511,564
2860,2806,3240,482,523,504
3028,3122,3008,487,520,528
2916,2734,2972,551,517,599
2747,3036,2745,442,403,411
3044,2897,2914,442,432,436
2951,2710,2959,474,505,481
3229,2700,2951,511,447,443
2953,2818,3011,473,434,407
2966,2951,3050,474,461,408
3018,2827,3010,528,494,491
2678,3374,3041,473,519,522
2802,2829,3003,522,520,423
2828,2834,3166,506,526,553
3026,2841,3158,528,524,540
2902,2875,2892,457,463,471
2819,2681,3071,534,535,493
3033,2808,2956,471,522,596
2665,3011,2747,387,417,399
2950,2941,2937,467,474,415
3166,2678,2798,450,478,494
2820,2962,2842,479,475,486
2830,2975,2694,456,440,381
2717,2833,3101,580,554,511
2760,2862,3396,516,462,517
2963,3050,2709,420,393,433
2789,2897,3104,499,535,534
2790,2842,2795,424,408,475
4561,2917,2661,462,446,474
2739,2965,2884,417,509,468
2842,3083,2924,487,404,410
2916,3035,3038,504,422,454
3052,2999,2872,481,460,448
2777,3074,2854,483,459,528
2900,2877,2855,428,456,486
2815,2771,2890,505,487,487
2740,3115,2816,467,463,435
2807,2739,2935,463,501,571
2897,2799,2843,493,464,458
2823,2868,3014,546,506,531
2850,2868,2777,469,467,566
2836,2809,2791,462,513,504
2811,2801,2833,462,456,522
2856,2948,2772,470,474,455
2840,2842,2840,443,506,503
2947,2989,2911,422,503,514
2802,2916,2880,448,521,564
2876,2894,2968,505,515,442
2862,2850,2904,494,530,529
2789,2886,3022,548,511,551
2982,2755,2844,450,706,558
