Encrypt Size 1, Encrypt Size 5, Encrypt Size 10, Decrypt Size 1, Decrypt Size 5, Decrypt Size 10
2743,3259,3036,545,490,596
2856,2817,3015,569,496,549
3066,2900,2879,467,438,474
3043,2824,2968,468,511,537
3092,2942,2863,447,469,458
2814,2895,2775,373,387,385
2808,2959,2970,464,542,515
3028,2956,2826,388,405,506
2956,3042,2929,481,454,520
2771,2852,3103,505,597,501
3064,3019,3133,490,532,559
2885,3122,3012,479,509,600
2730,2954,2986,552,509,394
3140,3040,2901,402,435,432
3058,2744,2706,448,440,420
2893,2708,2937,407,464,527
2699,2797,3042,507,474,562
2837,2865,2978,427,417,475
2969,2743,2934,482,528,579
2738,2951,2818,426,501,449
2928,2706,2935,510,583,534
2901,2699,2793,406,516,448
2972,2889,2827,399,423,426
2982,2821,3015,451,443,429
2827,2985,2659,426,482,428
2864,2814,2993,430,448,534
2809,2978,2701,411,407,395
3038,2739,3054,502,460,383
3036,2713,2701,389,499,452
2998,3093,2926,494,488,437
2795,2875,3025,483,532,560
3155,2644,2825,441,522,520
2895,2971,2861,441,433,446
2742,2879,2815,425,415,429
2717,2964,2985,477,429,469
2884,2807,2910,506,478,498
2808,3046,2761,433,457,599
2757,2763,2961,437,487,495
2776,2844,2968,458,470,527
2732,2876,2677,465,415,442
2812,2931,2868,396,468,432
3136,3066,2665,408,449,424
2888,2830,2849,438,538,479
2797,2843,2837,474,502,439
2840,2820,2900,535,533,499
2809,2809,2881,442,476,470
2869,2801,2837,467,476,451
2822,2868,2817,468,518,462
2843,2835,2926,482,465,441
2841,2797,2804,518,465,525
2823,2845,2821,462,481,456
2802,2813,2868,413,476,462
2810,2782,2752,464,483,531
2849,2898,2858,474,483,441
2816,2868,2899,433,494,459
2780,2794,2797,454,454,449
2878,2861,2870,448,438,460
2857,2837,2938,485,486,552
2937,2835,2855,446,475,457
2764,2902,2876,494,442,471
2938,2820,2919,535,498,461
2812,2802,2873,458,491,537
2796,2912,2906,471,477,497
2922,2794,2774,478,442,525
2836,2859,2852,497,493,483
2829,2851,2844,440,482,458
2860,2912,2946,492,447,445
2857,2826,2847,463,508,572
2780,2960,2837,521,513,470
2887,2964,2986,488,471,446
2843,2791,2939,457,491,460
2840,2874,2787,478,457,484
2790,2938,2936,496,601,524
2963,2862,2966,476,525,470
2970,2897,2895,436,495,501
2800,2809,2805,491,452,520
2965,2897,2792,472,433,469
2673,2841,2820,516,517,527
2867,2766,2851,538,503,502
2844,2855,2946,458,425,486
2818,2924,2885,488,444,493
2956,2848,2883,421,491,445
2943,2940,2971,515,595,513
2879,3003,3096,431,503,525
2968,2942,2920,428,519,508
3000,2868,2794,510,515,475
2934,2878,2814,462,482,548
2946,2897,2859,505,462,503
2957,2915,2881,443,506,555
2896,2877,2869,486,572,475
2902,2891,2896,465,473,484
3027,2750,2920,529,505,506
2941,2868,2863,430,506,536
2997,2869,2962,473,478,509
2894,2952,3038,500,493,513
2923,2885,2798,560,471,513
3024,2886,2867,476,506,514
2945,2891,2925,422,516,526
3022,2929,2871,487,506,506
2859,2983,2930,535,508,579
