Encrypt Size 1, Encrypt Size 5, Encrypt Size 10, Decrypt Size 1, Decrypt Size 5, Decrypt Size 10
9251,8946,8680,1205,1012,1093
9053,9270,9213,1255,1069,1125
8907,9099,8566,1093,1026,1030
8701,8606,8717,1210,973,1022
8540,8554,8979,1013,1079,1017
8891,8598,8784,1041,1082,1086
8717,8905,8881,1184,996,1206
8706,8512,8615,965,1041,998
8758,8564,8596,1081,1081,1028
8692,8454,8770,963,1154,998
8503,8500,8509,993,997,985
8670,8600,8583,1135,942,1131
8761,8649,8659,997,1042,1063
8786,8835,8974,1272,1009,1188
8536,8700,8983,1005,1032,1024
8798,8883,8758,1201,1082,943
8522,8833,8792,917,1310,1009
8662,8948,8531,969,1049,993
8624,8759,8498,991,1034,999
8882,8787,8774,1230,1171,1042
8834,8728,8677,944,1050,975
8464,8523,8517,993,1011,1027
8634,8504,8786,970,1091,1188
8764,8656,8899,956,1050,971
8655,8895,8890,967,1112,1100
8774,8715,8741,1047,1117,1039
8828,8538,8869,1232,1065,1051
8787,9006,8836,983,1020,992
8579,8653,8799,1013,1066,971
8805,8750,8709,976,1405,1050
8763,8652,8804,999,1016,960
8756,8506,8478,974,1012,1361
8666,8565,8510,961,989,977
8773,8843,8718,1004,967,1125
8588,8518,8709,956,975,971
8534,8612,8508,1234,1005,958
8539,8749,8752,1071,1054,1023
8839,8839,8482,969,1062,1029
8468,8505,8715,1306,1057,999
9209,9214,9801,1084,1064,1111
9024,8903,8676,1086,1249,1223
8803,8527,8507,1010,990,1377
8776,8454,8523,1015,961,986
8599,8644,8606,1217,1036,1023
8794,9117,8817,1052,1045,1105
8760,8751,9099,1012,1026,1121
8742,8925,9162,1030,1062,978
8745,8607,8590,1012,1383,1010
8704,8664,8826,935,1036,992
8797,8840,8755,954,1282,1096
8840,8942,8739,1053,1085,1049
8586,8506,8806,1294,958,1036
8980,8829,8782,1025,1040,1055
8635,8572,8514,962,1027,1435
8725,8838,8801,1049,1051,1045
8851,8560,8529,1260,968,1023
8837,8839,8629,932,952,1307
8764,8674,8651,1011,996,1035
8896,8648,8882,1096,1042,1038
8755,8649,9073,1020,1056,1057
9008,8622,8619,1225,995,1028
8586,8574,8668,1120,1101,1009
8831,8801,8711,1011,1067,1057
8585,8852,8559,1154,983,1032
8456,8646,8474,1070,994,1049
8513,8539,8533,960,1021,1304
8807,8753,8772,977,1038,1097
8636,8529,8613,1249,983,1029
8802,8538,8700,972,992,1003
8771,8938,8533,926,1240,1028
8763,8595,8530,1046,1011,1047
8650,8474,8488,1209,975,1026
8446,8528,8855,931,1344,1008
8697,8719,8697,1040,1007,1051
8919,8641,8507,928,1014,1041
8405,8556,8494,972,981,952
8825,8675,8902,1042,977,979
8468,8548,8517,980,1293,1042
8576,8491,8748,975,1044,1229
8541,8645,8931,986,1036,1040
8531,8462,8613,983,983,1144
8653,8652,8630,1270,1013,1011
8521,8732,8585,975,968,958
8959,8497,8540,964,1284,948
8617,8785,8379,979,1091,1038
8627,8758,8547,974,967,992
8494,8562,8462,954,994,1011
8689,8538,8640,1002,1006,1062
8583,8853,8431,1033,981,1066
8549,8576,8586,978,1001,1304
8577,8559,8839,1041,969,1001
8508,8587,8595,1047,1078,1016
8588,8573,8473,1041,1004,1038
8438,8674,8767,1036,1090,1071
8754,8840,8742,1075,1013,1104
8701,8545,8861,1051,1034,1052
9084,8697,8803,1225,974,987
8512,8531,8555,986,1037,1292
8767,8699,8836,988,963,971
8668,8983,8608,976,1001,1004
