Microseconds
19072086
17827786
17857883
17762665
17761887
17708361
17635207
17837072
17704850
17602715
17726206
17716337
17626228
17817422
17665662
17897030
17755359
17638414
17653233
17710507
17717633
17915571
17772920
17700910
17690325
17803669
17730190
17680108
17887386
17636002
17819131
17747612
17636687
17606899
17693046
17942322
17605622
17603625
17638227
17598773
17588790
17547803
17488276
17570398
17694768
17618566
17644928
17655356
17878992
17650305
17732959
17653975
17433100
17613694
17586531
17557490
17654768
17524438
17512266
17354757
17525182
17550189
17624714
17496570
17451214
17531812
17531060
17566711
17616648
17507291
17616224
17594562
17494913
17460217
17486016
17591611
17366853
17546562
17458867
17521747
17577153
17525040
17434811
17367713
17431335
17634697
17546095
17731430
17552470
17666273
17474324
17791115
18152309
17899615
17595725
17595768
17646401
17845504
17728040
18022612
