Microseconds
31124994
30145718
30849629
30045653
30279328
30397997
30186310
30850882
29989641
30439105
30224415
30746896
30532862
30139311
30088695
30022617
29831040
29853994
30103384
29991284
29805245
29805427
30102206
30861795
29968748
29965191
30107927
29922951
29716797
29995447
29889177
29883827
30524075
30036148
30374951
30450627
29975882
29813731
30319905
29917118
30326754
29893033
30262809
30042462
29980160
30411364
29854605
29800453
30791682
30561327
30598347
30576349
30845828
31317533
31953681
32252687
31376230
31883586
34319320
31486069
32311431
31589209
32129948
32135363
32072617
32171569
31634942
31782786
31394362
33287664
33322274
31621764
31066613
31964119
32089977
32157801
31427371
33588505
32306508
32056819
31751052
31577520
31153860
31011036
32700028
31151756
32209691
32190873
32179469
33110853
31514359
31521082
31620001
31741816
31798554
32865759
32870697
31319957
31503313
32133527
